make_id,model_id,released_year,image_name,view_point,x1,y1,x2,y2
78,2,2009.0,cdecff34a9142f.jpg,3,114,343,839,564
78,2,2009.0,fab01ae44b1321.jpg,3,74,229,854,498
78,2,2010.0,324d768b3418ea.jpg,3,32,196,875,482
78,2,2010.0,76ed64db6cbd4b.jpg,3,31,238,898,527
78,2,2010.0,776f19189754e4.jpg,3,73,261,840,516
78,2,2010.0,8b74908b94afe7.jpg,3,12,143,900,438
78,2,2010.0,d3781bfbad0b84.jpg,3,89,267,814,493
78,2,2011.0,05310681874ca2.jpg,3,88,314,820,546
78,2,2011.0,363e50cf9fdebc.jpg,3,75,239,856,492
78,2,2011.0,7b555e16284d2c.jpg,3,38,356,829,605
78,2,2011.0,e0b60834b60ed7.jpg,3,38,232,863,500
78,2,2009.0,163d8bf8dd7085.jpg,4,95,198,777,559
78,2,2009.0,40ff19fc68e172.jpg,4,88,199,794,562
78,2,2009.0,435a9873a03a1a.jpg,4,87,139,765,557
78,2,2009.0,7cd5911ecda2ca.jpg,4,70,187,818,578
78,2,2009.0,9d5362d69eafe5.jpg,4,82,172,715,583
78,2,2009.0,b58ce32e196140.jpg,4,26,83,821,589
78,2,2009.0,bc2814cf8cf806.jpg,4,78,122,772,554
78,2,2009.0,c543a57a3a9677.jpg,4,46,151,825,575
78,2,2009.0,d8c313d8b4fa1b.jpg,4,282,192,590,417
78,2,2010.0,1c18ea0f2d7db5.jpg,4,153,193,805,505
78,2,2010.0,470c5844f93766.jpg,4,94,212,857,555
78,2,2010.0,73532be0490753.jpg,4,77,155,775,502
78,2,2010.0,849fc363543212.jpg,4,161,123,873,570
78,2,2010.0,91a339246f60fe.jpg,4,103,156,837,585
78,2,2010.0,9e2acf81863e84.jpg,4,59,106,890,588
78,2,2011.0,32e9cf898b3365.jpg,4,87,138,843,572
78,2,2011.0,4b958cc46f7e51.jpg,4,162,110,810,522
78,2,2011.0,4ffa34fa00d15b.jpg,4,75,148,816,543
78,2,2011.0,6ab2965c8aebb0.jpg,4,85,63,809,576
78,2,2011.0,846a2b13903ddd.jpg,4,50,130,883,555
78,2,2011.0,b1535cc0342124.jpg,4,103,237,869,601
78,2,2009.0,197945691b6b87.jpg,5,64,176,810,562
78,2,2009.0,726381ca3c9eb5.jpg,5,92,168,810,547
78,2,2009.0,8460728b069d3f.jpg,5,89,184,842,599
78,2,2009.0,a461bcc4c492ec.jpg,5,65,165,777,573
78,2,2009.0,a7d795201d6cce.jpg,5,89,189,872,584
78,2,2010.0,16aa79bfcc11f1.jpg,5,17,156,890,626
78,2,2010.0,33f70ab3246218.jpg,5,80,169,819,563
78,2,2010.0,4fd55d5b805907.jpg,5,60,138,824,593
78,2,2010.0,73dd79d2af6223.jpg,5,100,209,791,533
78,2,2010.0,8a048d60f34feb.jpg,5,107,109,815,550
78,2,2010.0,ae9747514093cf.jpg,5,165,207,764,554
78,2,2010.0,bff6b91a31870e.jpg,5,151,174,795,572
78,2,2010.0,c508d125b40f6d.jpg,5,120,220,810,523
78,2,2010.0,f9530da3b61532.jpg,5,126,199,818,547
78,2,2011.0,1ad53466ea7d77.jpg,5,87,230,797,558
78,2,2011.0,377d9bfa4489ad.jpg,5,75,169,857,548
78,2,2011.0,53bd0e219813ee.jpg,5,108,180,833,557
78,2,2011.0,b6fabb69ff25d2.jpg,5,29,143,874,580
78,3,2009.0,14a19edac304e5.jpg,1,118,91,800,546
78,3,2009.0,3035b9c27b1217.jpg,1,100,159,762,590
78,3,2009.0,5d4cd07d500080.jpg,1,163,65,733,590
78,3,2010.0,2e6a745414945a.jpg,1,143,37,762,595
78,3,2010.0,3b5810e8890cf2.jpg,1,146,155,773,548
78,3,2010.0,5217f10b453f16.jpg,1,127,110,795,540
78,3,2010.0,a257699ddb50d1.jpg,1,150,184,757,554
78,3,2010.0,d6f15eaecf2118.jpg,1,74,136,821,562
78,3,2010.0,e7a22df85276ec.jpg,1,118,100,781,519
78,3,2010.0,f0819a90b50eb1.jpg,1,168,129,748,522
78,3,2011.0,0ab9530115d5e6.jpg,1,152,133,758,570
78,3,2009.0,77071de91379f2.jpg,2,94,123,799,571
78,3,2009.0,c167fd63aab347.jpg,2,142,98,727,565
78,3,2010.0,2342be1e5efcd1.jpg,2,177,143,745,554
78,3,2010.0,57c2ca88ecfa28.jpg,2,97,88,759,586
78,3,2010.0,63a08ee2eaa404.jpg,2,131,82,785,590
78,3,2010.0,b04f4d3c8acb90.jpg,2,189,156,710,532
78,3,2010.0,bcd702230cc186.jpg,2,195,157,737,575
78,3,2010.0,f9209abf9a21cb.jpg,2,135,112,777,595
78,3,2011.0,089092b43b71c2.jpg,2,160,144,757,593
78,3,2011.0,7e7257c055566d.jpg,2,167,129,748,571
78,3,2009.0,720864f58f9093.jpg,3,61,261,679,548
78,3,2009.0,73cab321d50c8f.jpg,3,4,185,902,490
78,3,2009.0,763615829ca151.jpg,3,4,215,873,514
78,3,2009.0,f383f02ac383d2.jpg,3,139,154,758,533
78,3,2010.0,2591d3440317f8.jpg,3,24,262,907,564
78,3,2010.0,364eff625c3188.jpg,3,75,209,846,463
78,3,2010.0,a5097702cb5dad.jpg,3,34,264,875,542
78,3,2010.0,b84ee4d5ac6af0.jpg,3,44,238,887,517
78,3,2011.0,b58595e290b886.jpg,3,103,243,826,460
78,3,2011.0,c0cf2e71a8de4b.jpg,3,83,247,819,470
78,3,2011.0,f82ebb9fdca709.jpg,3,83,266,827,491
78,3,2009.0,08bae17d30f6e3.jpg,4,49,78,752,425
78,3,2009.0,1ea714f0a09bd3.jpg,4,61,185,798,508
78,3,2009.0,480edb327e1ea7.jpg,4,69,67,808,601
78,3,2009.0,59f687911ac2a5.jpg,4,62,162,824,565
78,3,2009.0,5c1c3ef8ce6b5b.jpg,4,123,165,802,565
78,3,2009.0,605359f41a3d20.jpg,4,83,100,667,452
78,3,2009.0,689f45c4bcc15e.jpg,4,108,190,746,469
78,3,2009.0,9a499aa77ffc9c.jpg,4,120,151,661,476
78,3,2009.0,a1463408d02d8f.jpg,4,83,103,732,454
78,3,2009.0,a6ff0b6b244462.jpg,4,63,120,787,562
78,3,2009.0,ae24ff89c9b7a9.jpg,4,119,142,744,519
78,3,2009.0,ca66f9ae0b9c7f.jpg,4,241,130,784,457
78,3,2009.0,cf75ec15c00b33.jpg,4,134,126,683,456
78,3,2009.0,d732930063a6e7.jpg,4,47,163,738,537
78,3,2009.0,f6fab1a28c6771.jpg,4,89,126,701,504
78,3,2010.0,1a0dc6739c0500.jpg,4,66,176,839,605
78,3,2010.0,7f136142a964a4.jpg,4,105,196,862,625
78,3,2010.0,9a37fdb367ad0a.jpg,4,90,147,875,581
78,3,2010.0,a19c24185a3b62.jpg,4,96,123,840,560
78,3,2010.0,c554120a081516.jpg,4,156,154,775,495
78,3,2010.0,f1ceb5b034eed6.jpg,4,128,192,797,519
78,3,2009.0,630dc7dcb6a735.jpg,5,166,153,789,533
78,3,2009.0,720a9a6ed5ad67.jpg,5,52,132,869,608
78,3,2009.0,92039ed2ba07f1.jpg,5,185,170,778,521
78,3,2009.0,ba125fdab53065.jpg,5,62,192,760,600
78,3,2009.0,ba564f7384501c.jpg,5,80,214,793,599
78,3,2009.0,ffcfee795740ae.jpg,5,53,146,850,580
78,3,2010.0,0554a1660c081f.jpg,5,110,144,871,539
78,3,2010.0,0ba8d018cdc994.jpg,5,182,206,827,567
78,3,2010.0,2d1ea2bd7aa22f.jpg,5,55,94,848,583
78,3,2010.0,39c7e678e766a7.jpg,5,111,158,765,514
78,3,2010.0,9c1ee2f7c2c543.jpg,5,108,202,827,586
78,3,2010.0,d28808d64621d4.jpg,5,75,172,890,597
78,3,2010.0,e3ba73d51207f9.jpg,5,67,196,839,572
78,3,2011.0,4a59567d8489f4.jpg,5,125,213,828,548
78,3,2011.0,d737c377688702.jpg,5,95,215,827,573
78,3,2011.0,d9eaef561ba61b.jpg,5,107,189,821,558
78,4,2012.0,3afc1db3cc598f.jpg,1,78,33,832,626
78,4,2012.0,46b2122d16ff85.jpg,1,200,137,716,543
78,4,2012.0,a47e93adef3d5e.jpg,1,173,99,730,548
78,4,2012.0,b738819cdadf7f.jpg,1,20,80,886,626
78,4,2013.0,3f16d0511cedd2.jpg,1,216,164,713,557
78,4,2013.0,8dfdff1a706cbe.jpg,1,197,152,719,539
78,4,2013.0,9d868a33412021.jpg,1,164,115,751,578
78,4,2013.0,9ff48ded106d65.jpg,1,190,191,709,604
78,4,2012.0,363622b83c447d.jpg,2,307,275,611,539
78,4,2012.0,c1b1ff034bf7df.jpg,2,105,61,799,626
78,4,2012.0,d251cd239c5c7e.jpg,2,206,136,706,560
78,4,2012.0,e31cc6de5b1885.jpg,2,210,156,698,561
78,4,2013.0,1c3ea39bd9d849.jpg,2,183,134,723,561
78,4,2013.0,7dc2c468b4d4c2.jpg,2,226,166,697,572
78,4,2013.0,935636053f988a.jpg,2,234,169,689,554
78,4,2013.0,93b6f567c4c862.jpg,2,170,167,716,597
78,4,2013.0,f56ebca426b497.jpg,2,164,119,735,602
78,4,2012.0,5f96b3d9f3bdc6.jpg,3,40,207,855,518
78,4,2012.0,687f7fa7bd7b50.jpg,3,209,309,819,551
78,4,2012.0,69e972c6900e13.jpg,3,94,230,815,499
78,4,2012.0,8369f08e8ab715.jpg,3,37,211,849,519
78,4,2012.0,8981c3a6cb3691.jpg,3,80,214,821,489
78,4,2012.0,bea73a86bb37a0.jpg,3,74,224,823,501
78,4,2012.0,d4c92583124c94.jpg,3,87,221,812,495
78,4,2013.0,5a447404215cf2.jpg,3,115,237,806,497
78,4,2013.0,73ae5dca341e0e.jpg,3,149,253,778,489
78,4,2013.0,9cf5c1a404bc0f.jpg,3,145,242,778,481
78,4,2012.0,0dad8baca32cde.jpg,4,63,157,835,582
78,4,2012.0,31ec664b86fb4e.jpg,4,107,179,794,520
78,4,2012.0,51b71884fcf65b.jpg,4,216,280,735,535
78,4,2012.0,902df13db71aaa.jpg,4,106,154,784,501
78,4,2012.0,acb2d5f203463d.jpg,4,214,236,805,561
78,4,2012.0,b51c66f270e7d1.jpg,4,63,143,835,556
78,4,2012.0,cfa642d29444bb.jpg,4,101,166,804,516
78,4,2012.0,dbef8e6320c925.jpg,4,102,166,810,517
78,4,2012.0,ffe54afd8c2ec6.jpg,4,100,231,745,517
78,4,2013.0,037f3093069b54.jpg,4,161,221,771,510
78,4,2013.0,111cd40a6d461c.jpg,4,51,163,850,572
78,4,2013.0,11baef3f3287f7.jpg,4,109,188,827,609
78,4,2013.0,1cfc2dd142d182.jpg,4,105,188,814,538
78,4,2013.0,8aa7dbd45c93f2.jpg,4,165,223,777,516
78,4,2013.0,8b117408c2bf45.jpg,4,112,195,797,529
78,4,2013.0,de292554372883.jpg,4,49,149,854,572
78,4,2015.0,1457c74d57e554.jpg,4,113,180,656,443
78,4,2015.0,161bdc405820f5.jpg,4,100,138,715,444
78,4,2015.0,33c9f179bec25c.jpg,4,239,204,633,422
78,4,2012.0,5c824371fcd9b6.jpg,5,115,211,800,561
78,4,2012.0,5f26b8fcb53616.jpg,5,97,182,782,526
78,4,2012.0,743d057d64d6fe.jpg,5,46,177,843,624
78,4,2012.0,88048821a2ab93.jpg,5,56,175,845,611
78,4,2012.0,912679ce941280.jpg,5,94,186,802,561
78,4,2012.0,b2423ee7fc71b3.jpg,5,112,172,796,520
78,4,2013.0,273c6205db6cf8.jpg,5,105,204,799,616
78,4,2013.0,5379a0c21dc79e.jpg,5,131,201,783,542
78,4,2013.0,9f7e34fb2d4f07.jpg,5,135,191,784,537
78,4,2013.0,a625d5c15ee307.jpg,5,47,123,844,585
78,4,2013.0,c18753356643ca.jpg,5,162,204,771,520
78,4,2013.0,fcb1e452f507c6.jpg,5,84,178,823,540
78,4,2015.0,18a964e5bb906a.jpg,5,96,159,701,451
78,4,2015.0,278b01ae64d199.jpg,5,100,74,704,496
78,4,2015.0,2e91eb91a6da86.jpg,5,83,157,692,478
78,5,2010.0,14cf02952cc791.jpg,1,183,156,729,519
78,5,2010.0,2ab438578e8009.jpg,1,62,73,850,610
78,5,2010.0,545b5b888c56a9.jpg,1,96,82,816,560
78,5,2010.0,8273335b219627.jpg,1,138,86,742,581
78,5,2010.0,9515a61d192e9b.jpg,1,171,105,737,555
78,5,2010.0,bbe201c8db486a.jpg,1,176,156,743,582
78,5,2010.0,c8bd4509c904b8.jpg,1,88,92,833,580
78,5,2010.0,d28b84cb4d57fe.jpg,1,80,108,854,593
78,5,2010.0,dbadb43c1c9f92.jpg,1,162,66,777,601
78,5,2010.0,f6b0eb3e933e64.jpg,1,144,60,757,585
78,5,2011.0,b11cf9915c00e0.jpg,1,123,178,834,548
78,5,2010.0,054daa2f02fb5b.jpg,2,181,141,711,565
78,5,2010.0,12b8a5871bd49d.jpg,2,48,167,858,618
78,5,2010.0,4903aecfab07cb.jpg,2,182,157,731,604
78,5,2010.0,8b8952b9e59c2d.jpg,2,181,143,738,611
78,5,2010.0,8c3bb2a216fb7b.jpg,2,126,64,773,594
78,5,2011.0,e12e2944e3d1c4.jpg,2,119,68,790,623
78,5,2011.0,f61b8370cd7eb2.jpg,2,137,106,751,602
78,5,2012.0,b066ae50718573.jpg,2,181,144,718,601
78,5,2012.0,c7bc6577e9705f.jpg,2,141,88,775,605
78,5,2010.0,12f009b0109298.jpg,3,38,186,843,512
78,5,2010.0,2ec0fc1225d964.jpg,3,63,224,861,539
78,5,2010.0,3a81436b845a17.jpg,3,17,178,895,537
78,5,2010.0,5e008b2a4950e8.jpg,3,43,158,869,501
78,5,2010.0,649524843f8d63.jpg,3,35,196,784,513
78,5,2010.0,8a17036129622d.jpg,3,58,231,855,542
78,5,2010.0,af9480192ca0bf.jpg,3,86,229,814,556
78,5,2010.0,cea3506bd84ecb.jpg,3,50,235,831,556
78,5,2010.0,dd690fc38b1eaa.jpg,3,106,181,787,518
78,5,2010.0,ea690254b5bed7.jpg,3,83,201,898,557
78,5,2011.0,31b3679493f7c9.jpg,3,40,197,846,509
78,5,2011.0,4ac56bb07b3f64.jpg,3,47,217,819,531
78,5,2011.0,7865950bd59e4b.jpg,3,61,219,861,521
78,5,2011.0,7df0f82ef5a1c8.jpg,3,50,218,861,524
78,5,2011.0,d762b42152a43c.jpg,3,20,222,827,554
78,5,2010.0,07b83c517e69b4.jpg,4,105,100,826,581
78,5,2010.0,207418aada0ae6.jpg,4,132,66,795,572
78,5,2010.0,29daaa8169bddd.jpg,4,108,144,799,583
78,5,2010.0,3a01bc1f959c88.jpg,4,106,111,817,590
78,5,2010.0,3e56d062204543.jpg,4,68,121,851,575
78,5,2010.0,40652ee4b78ed9.jpg,4,82,143,844,582
78,5,2010.0,51fa57c11bdf71.jpg,4,128,141,843,593
78,5,2010.0,52faa73fc59a8b.jpg,4,59,116,813,608
78,5,2010.0,5640ead36c8bbe.jpg,4,79,161,841,589
78,5,2010.0,566d02bfaafef8.jpg,4,53,89,779,557
78,5,2010.0,6d165002aefa8e.jpg,4,167,143,846,575
78,5,2010.0,7b95cbbd11538f.jpg,4,46,129,836,604
78,5,2010.0,8c6d8a8751eb64.jpg,4,144,162,827,603
78,5,2010.0,9cfcf486a0fdda.jpg,4,152,152,792,526
78,5,2010.0,9d59428a73144c.jpg,4,166,150,809,574
78,5,2010.0,a08976942f2fe8.jpg,4,64,248,712,592
78,5,2010.0,a78b0572286ea3.jpg,4,76,113,829,586
78,5,2010.0,ade2475e185a6d.jpg,4,101,118,832,590
78,5,2010.0,cb421bca30ea54.jpg,4,132,135,850,560
78,5,2010.0,da5187e2994584.jpg,4,110,134,872,595
78,5,2010.0,e97383343c6342.jpg,4,118,169,812,581
78,5,2010.0,f4920f40f071f7.jpg,4,80,103,832,596
78,5,2011.0,05eac32bdabeed.jpg,4,85,140,854,548
78,5,2011.0,1fa7ce3c150180.jpg,4,59,179,828,566
78,5,2010.0,213df9966a2b96.jpg,5,77,126,844,590
78,5,2010.0,2810b0957b633d.jpg,5,80,110,850,626
78,5,2010.0,29045407e4c677.jpg,5,87,215,825,596
78,5,2010.0,32362498499062.jpg,5,110,147,825,621
78,5,2010.0,3605363281c34c.jpg,5,51,108,797,575
78,5,2010.0,379e9fa73efbbb.jpg,5,105,138,782,573
78,5,2010.0,5e73bae0a00218.jpg,5,147,141,768,546
78,5,2010.0,9a946db937db84.jpg,5,101,129,853,608
78,5,2010.0,9fb81a54541b73.jpg,5,79,87,803,610
78,5,2010.0,ac6c6a13c25362.jpg,5,104,96,807,572
78,5,2010.0,c652882eded2e3.jpg,5,100,105,851,598
78,5,2010.0,d6c6d1bbaa462f.jpg,5,174,178,738,595
78,5,2011.0,2bc165be91e972.jpg,5,98,156,803,562
78,5,2011.0,2f709364895fcf.jpg,5,69,151,830,598
78,5,2011.0,57ad2633f3f6ce.jpg,5,70,137,853,585
78,5,2011.0,708c28eca0da3f.jpg,5,89,149,791,550
78,5,2011.0,c4ad096a635139.jpg,5,62,147,843,545
78,5,2011.0,c545b6fd49a2e7.jpg,5,83,151,841,598
78,5,2012.0,02c2c7ca811eb5.jpg,5,83,147,828,580
78,9,2004.0,cf3dee3771817e.jpg,-1,87,38,526,392
78,9,2004.0,0cace1517d8f60.jpg,1,171,110,669,474
78,9,2004.0,52d33ffdee29ae.jpg,1,90,38,624,497
78,9,2012.0,4ea361fb26d2a7.jpg,1,80,91,835,626
78,9,2012.0,556602d894afb1.jpg,1,128,92,796,574
78,9,2012.0,c2df0da6e24e8c.jpg,1,107,84,817,575
78,9,2013.0,22d1efb61c49b6.jpg,1,91,88,716,552
78,9,2013.0,4f1845a4bee8b4.jpg,1,177,170,791,563
78,9,2013.0,897550e2cc7a44.jpg,1,88,89,712,550
78,9,2004.0,40f48d6c62fa08.jpg,2,171,82,611,420
78,9,2012.0,f5feb51154cc2d.jpg,2,83,74,835,626
78,9,2013.0,12b088890efe47.jpg,2,164,134,649,504
78,9,2014.0,8cc12ca72c20d7.jpg,2,131,172,774,626
78,9,2004.0,8fd6988dfa10b6.jpg,3,107,175,722,391
78,9,2004.0,d72b9718ea826e.jpg,3,57,175,615,367
78,9,2012.0,456e7eb67e87d9.jpg,3,166,253,774,569
78,9,2012.0,4fd2cd6403bd4f.jpg,3,8,165,901,438
78,9,2012.0,58b9bc289eef40.jpg,3,61,398,827,626
78,9,2012.0,5f5ed33f6dc568.jpg,3,89,451,588,601
78,9,2012.0,da9e5146e99e74.jpg,3,62,401,856,626
78,9,2012.0,e1118764dde2f1.jpg,3,108,410,832,626
78,9,2004.0,07445ba6482d71.jpg,4,59,136,640,447
78,9,2004.0,2207c3b0485f84.jpg,4,261,182,504,270
78,9,2004.0,2365648a1d37c1.jpg,4,60,170,617,447
78,9,2004.0,3bea4c9095c8e0.jpg,4,27,85,717,508
78,9,2004.0,8052a0d4e2516f.jpg,4,139,199,510,336
78,9,2004.0,99ddce5260fb41.jpg,4,94,233,543,447
78,9,2004.0,aa08dd256f1a51.jpg,4,8,189,637,416
78,9,2004.0,dc4f929cb33ba7.jpg,4,4,115,557,386
78,9,2004.0,f1d6034e1ad318.jpg,4,48,108,699,535
78,9,2012.0,0a49bd2c30dd9e.jpg,4,275,259,737,558
78,9,2012.0,1a5b06e2d86783.jpg,4,58,209,830,580
78,9,2012.0,35cfdbcddb3236.jpg,4,62,91,868,529
78,9,2012.0,391d64014e3685.jpg,4,210,172,839,557
78,9,2012.0,52942ef919d948.jpg,4,132,287,806,555
78,9,2012.0,660b47518d2a4f.jpg,4,6,184,898,544
78,9,2012.0,66db1a462279be.jpg,4,12,184,901,538
78,9,2012.0,984d382dbf1da1.jpg,4,146,226,736,515
78,9,2012.0,9fc8d275901fd1.jpg,4,68,147,804,561
78,9,2012.0,b20bec7236b258.jpg,4,111,197,854,557
78,9,2012.0,de028cfc4b32f9.jpg,4,259,311,740,592
78,9,2013.0,05653e9a4e5d4d.jpg,4,131,140,713,468
78,9,2013.0,13f447cba647cf.jpg,4,140,246,814,566
78,9,2013.0,1d6ac721b92ff6.jpg,4,14,217,789,506
78,9,2013.0,232bccb53af65f.jpg,4,93,211,675,530
78,9,2013.0,23d7b0dc62f418.jpg,4,88,179,760,477
78,9,2013.0,391ae56d0ca708.jpg,4,94,128,695,478
78,9,2004.0,176e4694a2f856.jpg,5,105,95,620,387
78,9,2004.0,40d6ee62d0383e.jpg,5,36,141,455,362
78,9,2004.0,4481de1d96c522.jpg,5,300,276,585,408
78,9,2004.0,931b5dda203b61.jpg,5,62,222,613,447
78,9,2004.0,f688480552b827.jpg,5,4,193,580,438
78,9,2012.0,213247c094d2f5.jpg,5,155,267,744,567
78,9,2012.0,734dfd9bba57bb.jpg,5,6,134,904,530
