make_id,model_id,view_point,train,valid,test
9,1114,1,2,0,1
9,1114,2,3,1,1
9,1114,3,7,2,4
9,1114,4,10,4,6
9,1114,5,9,3,5
9,1115,3,1,0,0
9,1115,4,1,0,0
9,1115,5,1,0,0
9,1116,1,1,0,0
9,1116,2,1,0,0
9,1116,3,5,1,3
9,1116,4,8,3,4
9,1116,5,5,1,3
10,1309,-1,1,0,0
10,1309,1,1,0,0
10,1309,2,2,1,1
10,1309,3,2,1,1
10,1309,4,3,1,1
10,1309,5,1,0,0
11,734,1,6,2,3
11,734,2,5,1,3
11,734,3,9,4,5
11,734,4,28,11,17
11,734,5,13,5,8
11,735,1,12,4,7
11,735,2,11,4,7
11,735,3,16,6,10
11,735,4,22,9,13
11,735,5,20,7,12
11,736,1,11,4,7
11,736,2,9,3,5
11,736,3,12,4,7
11,736,4,17,7,10
11,736,5,15,5,9
11,737,1,12,4,7
11,737,2,4,2,2
11,737,3,8,3,5
11,737,4,21,8,12
11,737,5,16,6,10
11,738,1,8,3,4
11,738,2,8,3,5
11,738,3,11,4,7
11,738,4,19,8,11
11,738,5,15,5,9
11,739,1,3,1,1
11,739,2,3,1,1
11,739,3,4,2,2
11,739,4,8,3,4
11,739,5,4,2,2
11,741,1,2,0,1
11,741,2,1,0,0
11,741,3,3,1,1
11,741,4,8,3,4
11,741,5,3,1,1
11,742,-1,1,0,0
11,742,1,8,3,4
11,742,2,6,2,4
11,742,3,8,3,4
11,742,4,22,8,13
11,742,5,17,6,10
11,745,1,10,4,6
11,745,2,7,2,4
11,745,3,8,3,5
11,745,4,24,9,14
11,745,5,12,5,7
12,1318,-1,1,0,1
12,1318,1,5,2,3
12,1318,2,4,1,2
12,1318,3,10,4,6
12,1318,4,29,12,17
12,1318,5,12,4,7
13,1980,1,4,2,2
13,1980,2,1,0,1
13,1980,3,2,1,1
13,1980,4,6,2,4
13,1980,5,2,0,1
14,1827,-1,1,0,0
14,1827,1,6,2,4
14,1827,2,6,2,4
14,1827,3,10,3,6
14,1827,4,22,9,13
14,1827,5,10,3,6
14,1828,1,2,0,1
14,1828,2,1,0,1
14,1828,3,3,1,1
14,1828,4,4,2,2
14,1828,5,2,1,1
14,1829,1,8,3,4
14,1829,2,8,3,4
14,1829,3,12,5,7
14,1829,4,23,9,13
14,1829,5,11,4,6
14,1830,1,1,0,1
14,1830,2,1,0,1
14,1830,3,2,1,1
14,1830,4,6,2,4
14,1830,5,2,1,1
14,1831,1,9,3,5
14,1831,2,6,2,3
14,1831,3,10,3,6
14,1831,4,10,3,6
14,1831,5,9,4,5
14,1832,1,9,4,5
14,1832,2,5,2,3
14,1832,3,9,4,5
14,1832,4,24,10,14
14,1832,5,11,4,7
14,1833,1,2,0,1
14,1833,2,1,0,1
14,1833,3,3,1,2
14,1833,4,2,1,1
14,1833,5,1,0,1
14,1835,1,1,0,0
14,1835,2,1,0,0
14,1835,3,2,1,1
14,1835,4,1,0,1
14,1836,1,10,4,6
14,1836,2,9,3,5
14,1836,3,12,4,7
14,1836,4,16,6,10
14,1836,5,14,6,8
15,827,1,10,3,6
15,827,2,8,3,5
15,827,3,20,8,12
15,827,4,19,8,11
15,827,5,15,5,9
15,828,-1,1,0,1
15,828,1,12,4,7
15,828,2,9,3,5
15,828,3,11,4,6
15,828,4,18,7,11
15,828,5,17,6,10
15,829,1,7,2,4
15,829,2,6,2,4
15,829,3,14,6,8
15,829,4,19,7,11
15,829,5,15,6,9
15,830,1,8,3,5
15,830,2,6,2,4
15,830,3,10,4,6
15,830,4,22,8,13
15,830,5,15,5,9
15,831,1,4,1,2
15,831,2,4,2,2
15,831,3,10,4,6
15,831,4,26,10,15
15,831,5,17,7,10
15,832,-1,1,0,1
15,832,1,4,2,2
15,832,2,5,1,3
15,832,3,15,6,9
15,832,4,23,9,13
15,832,5,13,5,8
15,833,1,2,1,1
15,833,2,2,0,1
15,833,3,5,2,3
15,833,4,3,1,1
15,833,5,2,1,1
15,835,1,3,1,2
15,835,2,2,1,1
15,835,3,11,4,7
15,835,4,29,12,17
15,835,5,15,6,9
15,836,-1,2,0,1
15,836,1,2,0,1
15,836,2,1,0,1
15,836,3,5,2,3
15,836,4,3,1,2
15,836,5,4,1,2
15,837,1,1,0,1
15,837,2,1,0,1
15,837,3,1,0,1
15,837,4,1,0,1
15,837,5,1,0,1
15,838,-1,3,1,2
15,838,1,3,1,1
15,838,2,3,1,2
15,838,3,5,2,3
15,838,4,9,4,5
15,838,5,8,3,4
15,839,-1,1,0,1
15,839,1,5,1,3
15,839,2,4,2,2
15,839,3,15,6,9
15,839,4,22,9,13
15,839,5,14,5,8
15,840,-1,1,0,0
15,840,1,6,2,4
15,840,2,6,2,4
15,840,3,10,3,6
15,840,4,22,9,13
15,840,5,16,6,10
15,841,-1,3,1,2
15,841,1,10,3,6
15,841,2,5,2,3
15,841,3,11,4,7
15,841,4,17,7,10
15,841,5,15,5,9
15,842,1,4,1,2
15,842,2,4,2,2
15,842,3,7,3,4
15,842,4,19,8,11
15,842,5,11,4,7
15,843,-1,3,1,1
15,843,1,5,1,3
15,843,2,4,1,2
15,843,3,14,5,8
15,843,4,25,9,15
15,843,5,12,4,7
16,1979,2,1,0,0
16,1979,3,3,1,1
16,1979,4,2,1,1
16,1979,5,2,1,1
17,2001,-1,3,1,1
17,2001,1,2,1,1
17,2001,2,3,1,2
17,2001,3,3,1,2
17,2001,4,6,2,3
17,2001,5,1,0,1
17,2002,1,1,0,1
17,2002,2,1,0,1
17,2002,3,1,0,1
17,2002,4,1,0,1
17,2002,5,1,0,1
17,2003,-1,2,1,1
17,2003,3,2,1,1
17,2003,4,5,1,3
17,2003,5,3,1,2
17,2004,2,1,0,0
17,2004,3,1,0,1
17,2004,4,2,1,1
17,2004,5,1,0,0
18,1048,1,5,2,3
18,1048,2,4,2,2
18,1048,3,5,1,3
18,1048,4,8,3,4
18,1048,5,3,1,1
18,1050,1,3,1,1
18,1050,2,1,0,1
18,1050,3,1,0,0
18,1050,4,3,1,2
18,1050,5,2,0,1
19,1898,1,4,1,2
19,1898,2,3,1,1
19,1898,3,3,1,2
19,1898,4,6,2,3
19,1898,5,4,1,2
20,1117,1,4,2,2
20,1117,2,3,1,2
20,1117,3,6,2,3
20,1117,4,4,1,2
20,1117,5,4,1,2
20,1118,1,1,0,1
20,1118,3,3,1,1
20,1118,4,3,1,1
20,1118,5,1,0,1
21,1302,-1,1,0,0
21,1302,1,4,1,2
21,1302,2,4,1,2
21,1302,3,8,3,5
21,1302,4,9,4,5
21,1302,5,8,3,5
21,1303,-1,1,0,0
21,1303,1,6,2,3
21,1303,2,4,1,2
21,1303,3,7,3,4
21,1303,4,14,6,8
21,1303,5,7,3,4
21,1304,-1,1,0,1
21,1304,1,2,1,1
21,1304,2,2,1,1
21,1304,3,11,4,6
21,1304,4,12,4,7
21,1304,5,4,2,2
21,1305,3,2,1,1
21,1305,4,3,1,2
21,1305,5,1,0,1
21,1306,1,2,0,1
21,1306,2,1,0,0
21,1306,3,6,2,3
21,1306,4,12,4,7
21,1306,5,9,4,5
21,1307,1,5,2,3
21,1307,2,2,1,1
21,1307,3,11,4,7
21,1307,4,15,6,9
21,1307,5,8,3,5
22,948,-1,1,0,0
22,948,1,8,3,4
22,948,2,4,2,2
22,948,3,10,4,6
22,948,4,29,11,17
22,948,5,10,3,6
22,949,-1,1,0,0
22,949,1,7,2,4
22,949,2,2,1,1
22,949,3,16,6,9
22,949,4,25,10,15
22,949,5,11,4,6
22,950,1,2,1,1
22,950,2,1,0,1
22,950,3,4,1,2
22,950,4,4,1,2
22,950,5,3,1,1
23,1319,1,1,0,1
23,1319,2,2,0,1
23,1319,3,2,0,1
23,1319,4,2,0,1
23,1319,5,1,0,0
23,1320,1,2,1,1
23,1320,2,2,1,1
23,1320,3,6,2,4
23,1320,4,2,1,1
24,1310,-1,1,0,0
24,1310,1,3,1,2
24,1310,2,1,0,0
24,1310,3,4,1,2
24,1310,4,9,3,5
24,1310,5,3,1,2
25,1757,-1,3,1,2
25,1757,1,4,2,2
25,1757,2,3,1,2
25,1757,3,4,1,2
25,1757,4,21,8,13
25,1757,5,13,5,7
26,1692,-1,1,0,0
26,1692,1,13,5,7
26,1692,2,11,4,6
26,1692,3,21,8,13
26,1692,4,22,8,13
26,1692,5,16,6,10
26,1693,3,2,1,1
26,1693,4,5,2,3
26,1693,5,3,1,2
26,1694,1,3,1,1
26,1694,2,4,1,2
26,1694,3,10,4,6
26,1694,4,12,5,7
26,1694,5,6,2,4
26,1695,4,7,3,4
26,1695,5,4,2,2
26,1696,-1,3,1,1
26,1696,1,3,1,1
26,1696,2,2,0,1
26,1696,3,15,5,9
26,1696,4,17,6,10
26,1696,5,4,2,2
26,1697,1,1,0,0
26,1697,2,1,0,1
26,1697,3,4,1,2
26,1697,4,8,3,5
26,1697,5,4,1,2
27,1064,1,10,3,6
27,1064,2,8,3,5
27,1064,3,11,4,7
27,1064,4,19,8,11
27,1064,5,13,5,7
27,1065,1,6,2,4
27,1065,2,6,2,4
27,1065,3,6,2,4
27,1065,4,19,7,11
27,1065,5,13,5,7
27,1066,1,11,4,6
27,1066,2,5,2,3
27,1066,3,7,2,4
27,1066,4,26,10,16
27,1066,5,12,5,7
27,1067,1,1,0,1
27,1067,2,1,0,1
27,1067,3,2,1,1
27,1067,4,2,1,1
27,1067,5,2,1,1
27,1068,1,10,3,6
27,1068,2,7,2,4
27,1068,3,12,4,7
27,1068,4,18,7,11
27,1068,5,15,5,9
27,1069,1,4,1,2
27,1069,2,3,1,2
27,1069,3,6,2,3
27,1069,4,7,2,4
27,1069,5,7,2,4
27,1070,1,9,4,5
27,1070,2,8,3,5
27,1070,3,11,4,6
27,1070,4,17,6,10
27,1070,5,15,6,9
27,1071,1,13,5,8
27,1071,2,10,4,6
27,1071,3,16,6,9
27,1071,4,25,10,15
27,1071,5,18,7,10
27,1072,1,2,0,1
27,1072,2,1,0,1
27,1072,3,2,1,1
27,1072,4,3,1,1
27,1072,5,2,1,1
27,1073,1,5,1,3
27,1073,2,2,1,1
27,1073,3,3,1,2
27,1073,4,7,3,4
27,1073,5,6,2,4
27,1076,1,2,0,1
27,1076,3,1,0,1
27,1076,4,2,0,1
27,1076,5,1,0,1
27,1077,1,1,0,0
27,1077,4,2,0,1
27,1078,1,1,0,1
27,1078,3,1,0,1
27,1078,4,1,0,1
27,1078,5,1,0,1
27,1079,2,1,0,1
27,1079,4,2,1,1
27,1079,5,1,0,1
27,1081,1,2,0,1
27,1081,2,1,0,0
27,1081,3,1,0,1
27,1081,4,3,1,2
27,1081,5,2,1,1
27,1082,1,1,0,0
27,1082,3,1,0,1
27,1082,4,1,0,1
27,1082,5,1,0,0
27,1083,1,1,0,0
27,1083,2,1,0,0
27,1083,3,2,0,1
27,1083,4,4,1,2
27,1083,5,2,1,1
27,1084,1,4,2,2
27,1084,2,3,1,2
27,1084,3,5,1,3
27,1084,4,7,2,4
27,1084,5,5,2,3
27,1085,1,2,1,1
27,1085,3,2,0,1
27,1085,4,3,1,1
27,1085,5,1,0,0
27,1086,1,5,1,3
27,1086,2,3,1,2
27,1086,3,6,2,4
27,1086,4,10,4,6
27,1086,5,9,3,5
27,1087,1,10,3,6
27,1087,2,7,2,4
27,1087,3,13,5,8
27,1087,4,24,10,14
27,1087,5,13,5,8
27,1088,1,6,2,3
27,1088,2,6,2,4
27,1088,3,7,3,4
27,1088,4,30,11,18
27,1088,5,12,5,7
27,1089,1,8,3,4
27,1089,2,6,2,3
27,1089,3,6,2,3
27,1089,4,21,8,12
27,1089,5,9,3,5
27,1090,1,1,0,0
27,1090,2,1,0,0
27,1090,3,2,0,1
27,1090,4,3,1,2
27,1090,5,2,1,1
28,1864,1,11,4,7
28,1864,2,7,3,4
28,1864,3,8,3,5
28,1864,4,22,9,13
28,1864,5,12,5,7
28,1865,1,9,4,5
28,1865,2,7,2,4
28,1865,3,12,5,7
28,1865,4,21,8,13
28,1865,5,12,4,7
28,1866,1,12,4,7
28,1866,2,5,2,3
28,1866,3,11,4,6
28,1866,4,37,15,22
28,1866,5,15,5,9
28,1867,1,10,3,6
28,1867,2,6,2,3
28,1867,3,6,2,4
28,1867,4,16,6,9
28,1867,5,11,4,7
28,1870,1,5,1,3
28,1870,2,2,1,1
28,1870,3,6,2,4
28,1870,4,7,2,4
28,1870,5,5,1,3
28,1871,1,6,2,4
28,1871,2,5,2,3
28,1871,3,6,2,4
28,1871,4,15,5,9
28,1871,5,10,3,6
28,1872,-1,2,1,1
28,1872,1,7,3,4
28,1872,2,2,1,1
28,1872,3,9,3,5
28,1872,4,30,11,18
28,1872,5,11,4,7
28,1873,1,2,1,1
28,1873,3,5,1,3
28,1873,4,25,9,15
28,1873,5,7,2,4
28,1874,1,8,3,4
28,1874,2,4,1,2
28,1874,3,8,3,4
28,1874,4,24,9,14
28,1874,5,18,7,11
28,1875,1,1,0,1
28,1875,2,1,0,1
28,1875,3,4,1,2
28,1875,4,5,1,3
28,1875,5,3,1,1
28,1876,1,3,1,2
28,1876,2,2,1,1
28,1876,3,5,1,3
28,1876,4,13,5,7
28,1876,5,7,2,4
28,1877,1,1,0,1
28,1877,2,1,0,1
28,1877,3,2,0,1
28,1877,4,2,1,1
28,1877,5,2,0,1
28,1878,1,2,1,1
28,1878,2,2,0,1
28,1878,3,2,0,1
28,1878,4,7,2,4
28,1878,5,6,2,3
28,1879,1,2,1,1
28,1879,2,3,1,1
28,1879,3,4,2,2
28,1879,4,4,1,2
28,1879,5,2,1,1
28,1880,1,2,0,1
28,1880,2,2,0,1
28,1880,3,2,1,1
28,1880,4,5,1,3
28,1880,5,4,1,2
28,1881,1,1,0,1
28,1881,2,1,0,0
28,1881,3,1,0,1
28,1881,4,4,2,2
28,1881,5,2,1,1
28,1882,-1,1,0,0
28,1882,1,7,3,4
28,1882,2,3,1,1
28,1882,3,13,5,7
28,1882,4,16,6,10
28,1882,5,15,6,9
28,1884,2,1,0,0
28,1884,4,3,1,2
28,1884,5,4,1,2
28,1885,1,11,4,6
28,1885,2,9,3,5
28,1885,3,10,4,6
28,1885,4,19,7,11
28,1885,5,14,5,8
28,1886,1,9,3,5
28,1886,2,8,3,5
28,1886,3,9,4,5
28,1886,4,18,7,11
28,1886,5,12,4,7
28,1887,1,10,4,6
28,1887,2,6,2,4
28,1887,3,10,3,6
28,1887,4,21,8,13
28,1887,5,14,5,8
28,1888,1,9,4,5
28,1888,2,7,2,4
28,1888,3,7,3,4
28,1888,4,21,8,13
28,1888,5,16,6,10
28,1889,1,12,4,7
28,1889,2,9,4,5
28,1889,3,11,4,6
28,1889,4,17,7,10
28,1889,5,12,5,7
28,1891,-1,1,0,0
28,1891,1,8,3,5
28,1891,2,6,2,3
28,1891,3,9,3,5
28,1891,4,25,10,15
28,1891,5,11,4,7
29,1245,1,9,3,5
29,1245,2,7,2,4
29,1245,3,12,4,7
29,1245,4,18,7,11
29,1245,5,15,5,9
29,1246,1,10,3,6
29,1246,2,7,2,4
29,1246,3,8,3,4
29,1246,4,24,10,14
29,1246,5,12,4,7
30,1895,1,10,4,6
30,1895,2,9,3,5
30,1895,3,7,2,4
30,1895,4,22,8,13
30,1895,5,12,5,7
30,1896,1,1,0,0
30,1896,2,1,0,1
30,1896,3,4,2,2
30,1896,4,1,0,1
30,1896,5,2,0,1
30,1897,1,3,1,1
30,1897,2,1,0,0
30,1897,3,4,1,2
30,1897,4,7,2,4
30,1897,5,6,2,3
31,533,1,16,6,9
31,533,2,12,5,7
31,533,3,13,5,7
31,533,4,22,9,13
31,533,5,15,5,9
31,534,1,9,4,5
31,534,2,7,3,4
31,534,3,13,5,7
31,534,4,18,7,10
31,534,5,14,6,8
31,535,1,2,1,1
31,535,2,2,1,1
31,535,3,5,1,3
31,535,4,8,3,5
31,535,5,5,2,3
31,536,1,6,2,3
31,536,2,5,2,3
31,536,3,10,3,6
31,536,4,13,5,7
31,536,5,12,5,7
31,538,1,1,0,0
31,538,2,1,0,0
31,538,3,1,0,1
31,538,4,1,0,0
31,540,1,1,0,1
31,540,3,2,1,1
31,540,4,4,1,2
31,540,5,1,0,1
31,543,1,11,4,6
31,543,2,8,3,5
31,543,3,9,3,5
31,543,4,19,7,11
31,543,5,14,5,8
32,544,1,6,2,3
32,544,2,6,2,3
32,544,3,10,4,6
32,544,4,18,7,11
32,544,5,15,5,9
32,545,1,1,0,1
32,545,2,1,0,1
32,545,4,2,1,1
32,545,5,1,0,1
32,547,1,4,2,2
32,547,2,3,1,1
32,547,3,8,3,5
32,547,4,11,4,7
32,547,5,6,2,4
33,571,1,8,3,5
33,571,2,10,3,6
33,571,3,15,6,9
33,571,4,17,6,10
33,571,5,19,7,11
33,573,1,3,1,1
33,573,2,3,1,2
33,573,3,4,2,2
33,573,4,6,2,4
33,573,5,6,2,4
33,574,1,4,2,2
33,574,2,4,1,2
33,574,3,7,2,4
33,574,4,9,4,5
33,574,5,7,3,4
33,576,1,3,1,1
33,576,2,3,1,2
33,576,3,5,1,3
33,576,4,7,2,4
33,576,5,6,2,4
33,577,1,2,0,1
33,577,2,1,0,1
33,577,3,2,0,1
33,577,4,4,1,2
33,577,5,2,1,1
33,578,1,4,1,2
33,578,2,4,1,2
33,578,3,5,1,3
33,578,4,8,3,5
33,578,5,7,2,4
33,579,1,3,1,2
33,579,2,3,1,2
33,579,3,4,2,2
33,579,4,7,2,4
33,579,5,6,2,3
33,580,1,8,3,4
33,580,2,8,3,4
33,580,3,13,5,8
33,580,4,18,7,11
33,580,5,14,6,8
33,583,1,1,0,1
33,583,2,1,0,1
33,583,3,3,1,2
33,583,4,4,1,2
33,583,5,4,1,2
34,565,1,3,1,1
34,565,2,3,1,1
34,565,3,2,1,1
34,565,4,5,2,3
34,565,5,5,2,3
34,566,1,1,0,0
34,566,2,2,0,1
34,566,3,2,0,1
34,566,4,4,1,2
34,566,5,8,3,5
34,567,1,8,3,4
34,567,2,6,2,4
34,567,3,9,4,5
34,567,4,14,6,8
34,567,5,12,4,7
34,568,1,3,1,1
34,568,2,2,0,1
34,568,3,2,0,1
34,568,4,5,1,3
34,568,5,2,1,1
34,569,1,1,0,1
34,569,2,1,0,1
34,569,3,1,0,1
34,569,4,2,0,1
34,569,5,1,0,1
35,555,-1,8,3,5
35,555,1,8,3,5
35,555,2,8,3,4
35,555,3,9,4,5
35,555,4,16,6,10
35,555,5,12,4,7
35,557,1,9,4,5
35,557,2,7,2,4
35,557,3,14,5,8
35,557,4,18,7,11
35,557,5,13,5,8
35,558,1,11,4,7
35,558,2,8,3,4
35,558,3,11,4,6
35,558,4,17,6,10
35,558,5,12,4,7
35,559,1,12,4,7
35,559,2,8,3,4
35,559,3,10,3,6
35,559,4,19,8,11
35,559,5,12,4,7
35,560,1,1,0,1
35,560,2,1,0,0
35,560,3,1,0,1
35,560,4,2,0,1
35,560,5,1,0,1
35,563,1,9,4,5
35,563,2,8,3,4
35,563,3,9,4,5
35,563,4,19,8,11
35,563,5,15,6,9
36,548,1,11,4,6
36,548,2,9,3,5
36,548,3,10,3,6
36,548,4,20,7,12
36,548,5,12,5,7
36,549,-1,6,2,4
36,549,1,9,4,5
36,549,2,7,2,4
36,549,3,11,4,6
36,549,4,16,6,10
36,549,5,12,4,7
36,550,1,7,2,4
36,550,2,6,2,4
36,550,3,8,3,5
36,550,4,12,4,7
36,550,5,10,3,6
36,551,-1,1,0,0
36,551,1,8,3,5
36,551,2,6,2,4
36,551,3,11,4,6
36,551,4,19,7,11
36,551,5,15,6,9
36,552,1,10,3,6
36,552,2,8,3,4
36,552,3,10,3,6
36,552,4,20,8,12
36,552,5,13,5,8
36,553,-1,1,0,1
36,553,1,11,4,6
36,553,2,7,2,4
36,553,3,9,4,5
36,553,4,21,8,12
36,553,5,12,5,7
36,554,1,7,3,4
36,554,2,7,2,4
36,554,3,10,4,6
36,554,4,25,10,15
36,554,5,10,4,6
37,1981,1,1,0,0
37,1981,2,1,0,0
37,1981,3,2,0,1
37,1981,4,3,1,1
37,1981,5,2,0,1
37,1982,1,3,1,2
37,1982,2,3,1,1
37,1982,3,4,1,2
37,1982,4,10,3,6
37,1982,5,5,1,3
37,1983,1,8,3,5
37,1983,2,7,3,4
37,1983,3,10,3,6
37,1983,4,17,7,10
37,1983,5,14,6,8
37,1984,1,7,3,4
37,1984,2,8,3,4
37,1984,3,12,5,7
37,1984,4,18,7,10
37,1984,5,16,6,10
37,1985,1,1,0,0
37,1985,2,1,0,0
37,1985,3,1,0,1
37,1985,4,1,0,1
37,1985,5,1,0,1
37,1986,1,3,1,1
37,1986,2,3,1,2
37,1986,3,5,2,3
37,1986,4,8,3,4
37,1986,5,6,2,4
37,1987,1,2,1,1
37,1987,2,2,1,1
37,1987,3,3,1,2
37,1987,4,13,5,8
37,1987,5,4,2,2
37,1988,1,4,1,2
37,1988,2,3,1,2
37,1988,3,4,1,2
37,1988,4,10,3,6
37,1988,5,4,2,2
37,1989,1,7,3,4
37,1989,2,7,2,4
37,1989,3,11,4,6
37,1989,4,23,9,13
37,1989,5,11,4,6
37,1991,1,1,0,1
37,1991,3,2,1,1
37,1991,4,2,1,1
37,1991,5,1,0,1
37,1992,1,1,0,1
37,1992,2,1,0,1
37,1992,3,1,0,0
37,1992,4,1,0,0
37,1992,5,1,0,1
37,1993,1,5,2,3
37,1993,2,5,1,3
37,1993,3,7,3,4
37,1993,4,11,4,6
37,1993,5,9,4,5
38,1949,1,9,3,5
38,1949,2,11,4,6
38,1949,3,10,4,6
38,1949,4,18,7,11
38,1949,5,13,5,8
38,1950,1,10,3,6
38,1950,2,7,3,4
38,1950,3,11,4,6
38,1950,4,18,7,10
38,1950,5,15,5,9
38,1951,1,12,5,7
38,1951,2,7,2,4
38,1951,3,12,5,7
38,1951,4,17,7,10
38,1951,5,13,5,7
38,1952,1,10,3,6
38,1952,2,8,3,5
38,1952,3,8,3,5
38,1952,4,20,7,12
38,1952,5,15,6,9
38,1953,1,10,3,6
38,1953,2,8,3,5
38,1953,3,8,3,4
38,1953,4,20,8,12
38,1953,5,15,6,9
38,1954,1,11,4,7
38,1954,2,8,3,5
38,1954,3,7,3,4
38,1954,4,24,10,14
38,1954,5,9,3,5
38,1955,1,13,5,7
38,1955,2,6,2,3
38,1955,3,8,3,4
38,1955,4,22,9,13
38,1955,5,13,5,7
38,1956,1,11,4,6
38,1956,2,8,3,5
38,1956,3,9,4,5
38,1956,4,20,7,12
38,1956,5,13,5,8
38,1957,1,11,4,6
38,1957,2,7,3,4
38,1957,3,6,2,4
38,1957,4,23,9,13
38,1957,5,13,5,7
38,1958,1,6,2,3
38,1958,2,5,1,3
38,1958,3,6,2,3
38,1958,4,16,6,10
38,1958,5,10,4,6
38,1959,1,11,4,7
38,1959,2,7,3,4
38,1959,3,7,2,4
38,1959,4,20,8,12
38,1959,5,16,6,9
38,1961,1,6,2,3
38,1961,2,5,2,3
